dataset,missingness,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,percent_bias,coverage_rate,AW,class_score,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
seeds,MCAR(0.2 MissForest),CopulaGAN,1.801555224,1.853416249,0,0,0,0.8711821463,0.4566814285,0.9142686088,0.009126984127,0.08253968254,0,0,0,0.465133587,5.756845395,0,0,0,0.936659665,0.521995243,0.938541479,0,0,0,0.6485722286,0.3712057549,0.851041645,0,0,0,0.9634046442,0.4871676844,0.9382524207,0,0,0,0.9360920476,0.4463570318,0.9292388905
seeds,MCAR(0.2 MissForest),CTABGAN,1.185672673,1.235310592,0,0,0,0.8711821463,0.492402626,0.8999853598,0.1380952381,0.4301587302,0,0,0,0.4514032795,2.637291511,0,0,0,0.936659665,0.4750434672,0.947129568,0,0,0,0.6485722286,0.467400111,0.7772592269,0,0,0,0.9634046442,0.5424107916,0.9426403654,0,0,0,0.9360920476,0.4847561342,0.9329122787
seeds,MCAR(0.2 MissForest),stasy,0.713918307,0.7994297308,0,0,0,0.8711821463,0.9061149031,0.9093326515,0.7123015873,0.9476190476,0,0,0,0.3691513251,114.9959397,0,0,0,0.936659665,0.9505454201,0.96499673,0,0,0,0.6485722286,0.8163219918,0.7613319035,0,0,0,0.9634046442,0.9314404455,0.9571134346,0,0,0,0.9360920476,0.926151755,0.953888538
seeds,MCAR(0.2 MissForest),TabDDPM,0.3017036741,0.5109068284,0,0,0,0.8711821463,0.8716014298,0.8580093305,0.9194444444,0.9666666667,0,0,0,0.3196932499,117.2782191,0,0,0,0.936659665,0.9114307349,0.9412834194,0,0,0,0.6485722286,0.7182185108,0.5840453821,0,0,0,0.9634046442,0.930259144,0.9608837367,0,0,0,0.9360920476,0.9264973295,0.945824784
glass,MCAR(0.2 MissForest),oracle,0,0.6305955746,0,0,0,0.6205299257,0.6205299257,0.6309882546,1,0.9612403101,0,0,0,8.31E-01,4.28E-05,0,0,0,0.5611093415,0.5611093415,0.5574651607,0,0,0,0.4344818638,0.4344818638,0.4344818638,0,0,0,0.7354191386,0.7354191386,0.7635877724,0,0,0,0.7511093587,0.7511093587,0.7684182215
glass,MCAR(0.2 MissForest),CTGAN,1.52179317,1.574473712,0,0,0,0.6205299257,0.1381693817,0.5216358435,0.0873294347,0.2527131783,0,0,0,0.4710417402,5.719580412,0,0,0,0.5611093415,0.1433924643,0.3672460519,0,0,0,0.4344818638,0.1541812153,0.3651358972,0,0,0,0.7354191386,0.1283779351,0.6981232673,0,0,0,0.7511093587,0.126725912,0.6560381576
glass,MCAR(0.2 MissForest),GaussianCopula,1.561747717,1.664541176,0,0,0,0.6205299257,0.1724907878,0.527705112,0.07641325536,0.2186046512,0,0,0,0.734066053,1.241467158,0,0,0,0.5611093415,0.1959153821,0.4179032126,0,0,0,0.4344818638,0.1406184706,0.263958135,0,0,0,0.7354191386,0.1812670223,0.7279545494,0,0,0,0.7511093587,0.1721622759,0.7010045508
glass,MCAR(0.2 MissForest),TVAE,0.8835395845,0.9978750149,0,0,0,0.6205299257,0,0.5152021639,0.2740740741,0.6124031008,0,0,0,0.4541134803,3.75782458,0,0,0,0.5611093415,0,0.5015999394,0,0,0,0.4344818638,0,0.3048876168,0,0,0,0.7354191386,0,0.5891625902,0,0,0,0.7511093587,0,0.6651585092
glass,MCAR(0.2 MissForest),CopulaGAN,1.830858802,1.916015914,0,0,0,0.6205299257,0.1182969531,0.5025058738,0.0522417154,0.1581395349,0,0,0,0.7379182369,7.446276824,0,0,0,0.5611093415,0.1248273471,0.3524855471,0,0,0,0.4344818638,0.1158254754,0.2912860097,0,0,0,0.7354191386,0.1235466609,0.7074911081,0,0,0,0.7511093587,0.1089883289,0.6587608303
glass,MCAR(0.2 MissForest),CTABGAN,1.125514686,1.214207133,0,0,0,0.6205299257,0.1320752276,0.5319643062,0.09590643275,0.2945736434,0,0,0,0.6066471432,3.412064155,0,0,0,0.5611093415,0.1523946302,0.5009912827,0,0,0,0.4344818638,0.1043054401,0.2704998387,0,0,0,0.7354191386,0.1225918052,0.6762890558,0,0,0,0.7511093587,0.149009035,0.6800770476
glass,MCAR(0.2 MissForest),stasy,0.8088770616,0.9655010547,0,0,0,0.6205299257,0.4453917602,0.5954778419,0.3684210526,0.6899224806,0,0,0,0.4327874701,116.6421407,0,0,0,0.5611093415,0.5097932164,0.5910532602,0,0,0,0.4344818638,0.2998288828,0.3367913085,0,0,0,0.7354191386,0.4836611596,0.720789233,0,0,0,0.7511093587,0.4882837821,0.7332775658
glass,MCAR(0.2 MissForest),TabDDPM,0.3675211969,0.6896343289,0,0,0,0.6205299257,0.5591814091,0.6397457269,0.8830409357,0.9286821705,0,0,0,3.49E-01,117.8912371,0,0,0,0.5611093415,0.5664501004,0.5831949759,0,0,0,0.4344818638,0.3031698166,0.4001411848,0,0,0,0.7354191386,0.7216305158,0.8042263702,0,0,0,0.7511093587,0.6454752037,0.7714203767
yeast,MCAR(0.2 MissForest),oracle,0,0.3176505118,0,0,0,0.5159895897,0.5159895897,0.5167751468,1,0.9528619529,0,0,0,0.8319658879,6.25E-05,0,0,0,0.5386445957,0.5386445957,0.5432829367,0,0,0,0.4064941104,0.4064941104,0.4044013084,0,0,0,0.5586396039,0.5586396039,0.558894441,0,0,0,0.5601800486,0.5601800486,0.560521901
yeast,MCAR(0.2 MissForest),CTGAN,0.9910573081,1.030309336,0,0,0,0.5159895897,0.07209730022,0.3997420427,0.1902274642,0.4159371493,0,0,0,0.478437571,13.56852969,0,0,0,0.5386445957,0.08362681985,0.3449945473,0,0,0,0.4064941104,0.04663690999,0.2046534262,0,0,0,0.5586396039,0.07689910985,0.5267566636,0,0,0,0.5601800486,0.0812263612,0.5225635336
yeast,MCAR(0.2 MissForest),GaussianCopula,1.068785296,1.12226028,0,0,0,0.5159895897,0.1050736371,0.4250162798,0.1725919685,0.3829405163,0,0,0,0.8174405582,1.471826474,0,0,0,0.5386445957,0.1143369189,0.4685066816,0,0,0,0.4064941104,0.09363729707,0.1584610145,0,0,0,0.5586396039,0.1032972353,0.5272906212,0,0,0,0.5601800486,0.1090230971,0.5458068018
yeast,MCAR(0.2 MissForest),TVAE,0.4350512877,0.4657757508,0,0,0,0.5159895897,0,0.4671664792,0.5031171019,0.767003367,0,0,0,0.4804430333,10.23701413,0,0,0,0.5386445957,0,0.5076973158,0,0,0,0.4064941104,0,0.3296796824,0,0,0,0.5586396039,0,0.4928815893,0,0,0,0.5601800486,0,0.5384073294
yeast,MCAR(0.2 MissForest),CopulaGAN,1.161668551,1.187926194,0,0,0,0.5159895897,0.0542320828,0.4131819591,0.08935692221,0.2224466891,0,0,0,0.7836291476,12.70907728,0,0,0,0.5386445957,0.06280625682,0.400052612,0,0,0,0.4064941104,0.04056318841,0.1701553023,0,0,0,0.5586396039,0.05540725555,0.5423988464,0,0,0,0.5601800486,0.0581516304,0.5401210759
yeast,MCAR(0.2 MissForest),CTABGAN,0.4804055952,0.5199997345,0,0,0,0.5159895897,0.2136927153,0.4825224076,0.1709632126,0.4415263749,0,0,0,0.7175851109,7.424565236,0,0,0,0.5386445957,0.229065537,0.5309360631,0,0,0,0.4064941104,0.1193352664,0.2792697754,0,0,0,0.5586396039,0.2716111362,0.5632321681,0,0,0,0.5601800486,0.2347589215,0.5566516239
yeast,MCAR(0.2 MissForest),stasy,0.4828163221,0.5390790765,0,0,0,0.5159895897,0.303893751,0.4850026561,0.4967705701,0.8255892256,0,0,0,4.61E-01,329.4208926,0,0,0,0.5386445957,0.3633696045,0.5355255252,0,0,0,0.4064941104,0.1947342731,0.3290975211,0,0,0,0.5586396039,0.3279736554,0.5263520369,0,0,0,0.5601800486,0.3294974708,0.5490355411
yeast,MCAR(0.2 MissForest),TabDDPM,0.213019329,0.3433677357,0,0,0,0.5159895897,0.4028085213,0.4895308544,0.8418983432,0.9034792368,0,0,0,0.4009856692,121.1863029,0,0,0,0.5386445957,0.4580731817,0.5230582033,0,0,0,0.4064941104,0.2400824997,0.3484060846,0,0,0,0.5586396039,0.4357352116,0.5399696136,0,0,0,0.5601800486,0.477343192,0.5466895161
libras,MCAR(0.2 MissForest),oracle,0,8.906211955,0,0,0,0.588410903,0.588410903,0.5910500478,1,0.9722222222,0,0,0,0.8324882288,8.58E-05,0,0,0,0.7145750546,0.7145750546,0.7065427165,0,0,0,0.07820754173,0.07820754173,0.07820754173,0,0,0,0.8112754159,0.8112754159,0.8231086198,0,0,0,0.7495855996,0.7495855996,0.756341313
libras,MCAR(0.2 MissForest),CTGAN,23.28496541,23.56989457,0,0,0,0.588410903,0.035009026,0.6146806389,0,0,0,0,0,0.6890284086,28.66272346,0,0,0,0.7145750546,0.04335179985,0.7247101787,0,0,0,0.07820754173,0.01696020378,0.1401766816,0,0,0,0.8112754159,0.02965378085,0.8073405113,0,0,0,0.7495855996,0.05007031952,0.7864951838
libras,MCAR(0.2 MissForest),GaussianCopula,11.71372844,12.70376608,0,0,0,0.588410903,0.07092329398,0.5777019892,0.1886574074,0.6722222222,0,0,0,0.4025238852,4.545884848,0,0,0,0.7145750546,0.09311404007,0.5538909057,0,0,0,0.07820754173,0.04477667578,0.2128728375,0,0,0,0.8112754159,0.06887710602,0.8006460749,0,0,0,0.7495855996,0.07692535405,0.7433981385
libras,MCAR(0.2 MissForest),TVAE,13.11889195,14.10746167,0,0,0,0.588410903,0.2705504355,0.5910227118,0.03587962963,0.4009259259,0,0,0,0.4590477666,22.86373901,0,0,0,0.7145750546,0.4326162665,0.7407400254,0,0,0,0.07820754173,0.05057279901,0.06801298907,0,0,0,0.8112754159,0.2824239855,0.7854893107,0,0,0,0.7495855996,0.3165886908,0.7698485218
libras,MCAR(0.2 MissForest),CopulaGAN,24.30712029,24.57015645,0,0,0,0.588410903,0.0316844406,0.612334587,0,0,0,0,0,0.7204823926,32.85069942,0,0,0,0.7145750546,0.03655332598,0.7232607639,0,0,0,0.07820754173,0.02572705099,0.1335915515,0,0,0,0.8112754159,0.02242534059,0.810034706,0,0,0,0.7495855996,0.04203204486,0.7824513265
libras,MCAR(0.2 MissForest),CTABGAN,19.749459,20.2301479,0,0,0,0.588410903,0.03175224486,0.6073717538,0.003240740741,0.025,0,0,0,8.33E-01,6.988947471,0,0,0,0.7145750546,0.03421277354,0.6868177066,0,0,0,0.07820754173,0.01995242971,0.1612635047,0,0,0,0.8112754159,0.034606049,0.8043774497,0,0,0,0.7495855996,0.0382377272,0.7770283544
libras,MCAR(0.2 MissForest),stasy,31.36493306,32.02080885,0,0,0,0.588410903,0.05471608446,0.6227195205,0.0002314814815,0,0,0,0,0.6638370482,134.5610257,0,0,0,0.7145750546,0.0908682439,0.7155299515,0,0,0,0.07820754173,0.02880744785,0.1877587915,0,0,0,0.8112754159,0.03854949358,0.815888546,0,0,0,0.7495855996,0.06063915251,0.771700793
libras,MCAR(0.2 MissForest),TabDDPM,37.29881166,38.06499769,0,0,0,0.588410903,0.03349971064,0.6340190716,0,0,0,0,0,0.8642894458,119.124985,0,0,0,0.7145750546,0.02660013689,0.699986606,0,0,0,0.07820754173,0.04008815779,0.2683006644,0,0,0,0.8112754159,0.04951492451,0.8126234161,0,0,0,0.7495855996,0.01779562339,0.7551655998
planning_relax,MCAR(0.2 MissForest),oracle,0,1.444708645,0,0,0,0.4314188016,0.4314188016,0.4359068347,1,1,0,0,0,0.8337188052,4.56E-05,0,0,0,0.3994260604,0.3994260604,0.3994260604,0,0,0,0.3970594979,0.3970594979,0.4018482647,0,0,0,0.448442713,0.448442713,0.4487585438,0,0,0,0.4807469349,0.4807469349,0.49359447
planning_relax,MCAR(0.2 MissForest),CTGAN,2.381833203,2.523847461,0,0,0,0.4314188016,0.4483065513,0.4650755419,0.05793103448,0.4,0,0,0,0.468893773,6.788304647,0,0,0,0.3994260604,0.4233373738,0.4580653878,0,0,0,0.3970594979,0.4582700088,0.461749069,0,0,0,0.448442713,0.4370595602,0.4642740869,0,0,0,0.4807469349,0.4745592624,0.476213624
planning_relax,MCAR(0.2 MissForest),GaussianCopula,2.291551087,2.512681234,0,0,0,0.4314188016,0.4700010158,0.4717190061,0.02850574713,0.1693693694,0,0,0,0.9832756632,1.756819169,0,0,0,0.3994260604,0.4640846728,0.4249314541,0,0,0,0.3970594979,0.4457580684,0.4923281781,0,0,0,0.448442713,0.4861985136,0.4606088415,0,0,0,0.4807469349,0.4839628085,0.5090075508
planning_relax,MCAR(0.2 MissForest),TVAE,1.541246045,1.766353202,0,0,0,0.4314188016,0,0.4475125331,0.451954023,0.7405405405,0,0,0,0.4318326382,4.935130358,0,0,0,0.3994260604,0,0.4114353985,0,0,0,0.3970594979,0,0.4761705212,0,0,0,0.448442713,0,0.4369482051,0,0,0,0.4807469349,0,0.4654960075
planning_relax,MCAR(0.2 MissForest),CopulaGAN,3.139215874,3.31187194,0,0,0,0.4314188016,0.4132566804,0.4464212769,0.008275862069,0.03243243243,0,0,0,0.9831582994,8.86904486,0,0,0,0.3994260604,0.4469812196,0.4240655402,0,0,0,0.3970594979,0.398657576,0.4701773855,0,0,0,0.448442713,0.3983170556,0.4418964464,0,0,0,0.4807469349,0.4090708705,0.4495457355
planning_relax,MCAR(0.2 MissForest),CTABGAN,1.389595919,1.605745579,0,0,0,0.4314188016,0.4651039511,0.472393529,0.6275862069,0.9567567568,0,0,0,0.419614436,2.77877148,0,0,0,0.3994260604,0.4617814785,0.4134017631,0,0,0,0.3970594979,0.4550702287,0.5095230432,0,0,0,0.448442713,0.4742710488,0.4748337785,0,0,0,0.4807469349,0.4692930486,0.4918155313
planning_relax,MCAR(0.2 MissForest),stasy,1.389804474,1.729686175,0,0,0,0.4314188016,0.4862503219,0.4801850548,0.76,0.9621621622,0,0,0,0.3780359064,111.8524547,0,0,0,0.3994260604,0.51023626,0.4261776005,0,0,0,0.3970594979,0.4841146527,0.5127881327,0,0,0,0.448442713,0.4601261466,0.4700781258,0,0,0,0.4807469349,0.4905242283,0.5116963602
planning_relax,MCAR(0.2 MissForest),TabDDPM,0.754922419,1.541189482,0,0,0,0.4314188016,0.48311352,0.4639143577,0.9287356322,0.9855855856,0,0,0,0.3326817962,117.0258385,0,0,0,0.3994260604,0.4875517548,0.4279099467,0,0,0,0.3970594979,0.4819979958,0.4780464959,0,0,0,0.448442713,0.464015254,0.4693289349,0,0,0,0.4807469349,0.4988890753,0.4803720533
blood_transfusion,MCAR(0.2 MissForest),oracle,0,0.1085047644,0,0,0,0.5975314873,0.5975314873,0.5982641173,0.8333333333,0.9555555556,0,0,0,8.33E-01,3.94E-05,0,0,0,0.5587315331,0.5587315331,0.5587315331,0,0,0,0.6518887858,0.6518887858,0.6518887858,0,0,0,0.590736905,0.590736905,0.5807340258,0,0,0,0.5887687251,0.5887687251,0.6017021246
blood_transfusion,MCAR(0.2 MissForest),CTGAN,0.650619259,0.6688655466,0,0,0,0.5975314873,0.2887255554,0.6127450183,0.4752508361,0.7337777778,0,0,0,0.4671662652,8.053313732,0,0,0,0.5587315331,0.2076377023,0.6248311752,0,0,0,0.6518887858,0.2853750345,0.60271045,0,0,0,0.590736905,0.3109074877,0.6034581321,0,0,0,0.5887687251,0.350981997,0.6199803161
blood_transfusion,MCAR(0.2 MissForest),GaussianCopula,0.2487223475,0.2496731357,0,0,0,0.5975314873,0.5310013088,0.5749252278,0.7297658863,0.8808888889,0,0,0,0.4713379527,0.5367500782,0,0,0,0.5587315331,0.531204556,0.5350180296,0,0,0,0.6518887858,0.5280687547,0.5632186085,0,0,0,0.590736905,0.5202856523,0.5903588926,0,0,0,0.5887687251,0.5444462722,0.6111053805
blood_transfusion,MCAR(0.2 MissForest),TVAE,0.3526581197,0.3599851682,0,0,0,0.5975314873,0.4929492543,0.5900281643,0.6342251951,0.8231111111,0,0,0,0.4718418968,3.67171518,0,0,0,0.5587315331,0.5214197347,0.5449478655,0,0,0,0.6518887858,0.5079850234,0.6234549782,0,0,0,0.590736905,0.468070541,0.5919363452,0,0,0,0.5887687251,0.4743217181,0.5997734681
blood_transfusion,MCAR(0.2 MissForest),CopulaGAN,0.7135766848,0.7123523287,0,0,0,0.5975314873,0.3923442683,0.6249468119,0.4686733556,0.7324444444,0,0,0,0.469113755,5.029316187,0,0,0,0.5587315331,0.321118639,0.6538494601,0,0,0,0.6518887858,0.3795931801,0.6338660772,0,0,0,0.590736905,0.4253329548,0.5944741757,0,0,0,0.5887687251,0.4433322994,0.6175975345
blood_transfusion,MCAR(0.2 MissForest),CTABGAN,0.2729787932,0.2884699508,0,0,0,0.5975314873,0.4927571564,0.5499322206,0.6633221851,0.8462222222,0,0,0,0.4590561321,4.106514057,0,0,0,0.5587315331,0.4774799449,0.4999799197,0,0,0,0.6518887858,0.480735521,0.5179447183,0,0,0,0.590736905,0.5078472017,0.5921715318,0,0,0,0.5887687251,0.504965958,0.5896327127
blood_transfusion,MCAR(0.2 MissForest),stasy,0.3517808201,0.3863220307,0,0,0,0.5975314873,0.5623725812,0.6046494639,0.7880713489,0.9391111111,0,0,0,0.438413997,172.0977646,0,0,0,0.5587315331,0.5653489997,0.5774509794,0,0,0,0.6518887858,0.5605800443,0.6221052022,0,0,0,0.590736905,0.560589769,0.6025786176,0,0,0,0.5887687251,0.5629715116,0.6164630564
blood_transfusion,MCAR(0.2 MissForest),TabDDPM,0.0820622776,0.1334222608,0,0,0,0.5975314873,0.5965124347,0.5975238166,0.8295429208,0.9542222222,0,0,0,4.08E-01,117.8223301,0,0,0,0.5587315331,0.582514363,0.5690898779,0,0,0,0.6518887858,0.6055597622,0.6313921828,0,0,0,0.590736905,0.6026559494,0.5851382305,0,0,0,0.5887687251,0.5953196643,0.6044749752
breast_cancer_diagnostic,MCAR(0.2 MissForest),oracle,0,1.852712409,0,0,0,0.9613779549,0.9613779549,0.9577591415,1,0.9678362573,0,0,0,0.8322095112,0.0001054604848,0,0,0,0.9653953526,0.9653953526,0.9592667953,0,0,0,0.9557957103,0.9557957103,0.9557957103,0,0,0,0.9559334667,0.9559334667,0.9567845586,0,0,0,0.9683872901,0.9683872901,0.9591895019
breast_cancer_diagnostic,MCAR(0.2 MissForest),CTGAN,4.412048374,4.539405093,0,0,0,0.9613779549,0.6065621332,0.9379433773,0,0.0005847953216,0,0,0,0.5210331197,12.33991718,0,0,0,0.9653953526,0.6432732507,0.8911110302,0,0,0,0.9557957103,0.6254677618,0.9427278861,0,0,0,0.9559334667,0.55472823,0.9585254421,0,0,0,0.9683872901,0.6027792904,0.9594091508
breast_cancer_diagnostic,MCAR(0.2 MissForest),GaussianCopula,2.57997122,2.826452013,0,0,0,0.9613779549,0.8563140133,0.9527500498,0.03824175824,0.1631578947,0,0,0,0.7047792911,2.634491285,0,0,0,0.9653953526,0.903808337,0.9496880057,0,0,0,0.9557957103,0.7522078067,0.9406297994,0,0,0,0.9559334667,0.9112503976,0.9607465789,0,0,0,0.9683872901,0.8579895121,0.9599358152
breast_cancer_diagnostic,MCAR(0.2 MissForest),TVAE,2.290048603,2.422405533,0,0,0,0.9613779549,0.9316039045,0.9582026872,0.05523809524,0.3485380117,0,0,0,0.4457751605,9.023272991,0,0,0,0.9653953526,0.9242066154,0.9555546579,0,0,0,0.9557957103,0.9305004317,0.9603191015,0,0,0,0.9559334667,0.9390353067,0.957197343,0,0,0,0.9683872901,0.9326732643,0.9597396463
breast_cancer_diagnostic,MCAR(0.2 MissForest),CopulaGAN,5.343518674,5.449254899,0,0,0,0.9613779549,0.4719650222,0.9299235225,0,0,0,0,0,0.8270253269,14.75498692,0,0,0,0.9653953526,0.4194567629,0.8690622838,0,0,0,0.9557957103,0.5137140344,0.9386897833,0,0,0,0.9559334667,0.4545240028,0.9532682835,0,0,0,0.9683872901,0.5001652886,0.9586737394
breast_cancer_diagnostic,MCAR(0.2 MissForest),CTABGAN,2.303726045,2.442869279,0,0,0,0.9613779549,0.7854895823,0.9528841444,0.09597069597,0.3649122807,0,0,0,0.4833061319,4.128463904,0,0,0,0.9653953526,0.6935772258,0.9535827402,0,0,0,0.9557957103,0.7591459145,0.94456572,0,0,0,0.9559334667,0.8607377097,0.9583384869,0,0,0,0.9683872901,0.8284974793,0.9550496304
breast_cancer_diagnostic,MCAR(0.2 MissForest),stasy,2.207062479,2.441818204,0,0,0,0.9613779549,0.9163567932,0.9538357868,0.3648351648,0.7105263158,0,0,0,4.32E-01,153.0353624,0,0,0,0.9653953526,0.9163514339,0.947331439,0,0,0,0.9557957103,0.906152285,0.9535554291,0,0,0,0.9559334667,0.929052904,0.9556304596,0,0,0,0.9683872901,0.9138705501,0.9588258194
breast_cancer_diagnostic,MCAR(0.2 MissForest),TabDDPM,2.459952849,2.874887388,0,0,0,0.9613779549,0.9443311588,0.957544547,0.9305494505,0.9573099415,0,0,0,0.3660321599,118.1413623,0,0,0,0.9653953526,0.9271319965,0.9569226809,0,0,0,0.9557957103,0.9487738431,0.958268897,0,0,0,0.9559334667,0.9523864852,0.9596635179,0,0,0,0.9683872901,0.9490323106,0.9553230922
connectionist_bench_vowel,MCAR(0.2 MissForest),oracle,0,0.6725393433,0,0,0,0.6504474126,0.6504474126,0.6570866305,1,0.9663299663,0,0,0,0.8325814474,7.87E-05,0,0,0,0.6731765241,0.6731765241,0.6716818249,0,0,0,0.0767009015,0.0767009015,0.08452379347,0,0,0,0.9569156874,0.9569156874,0.9670677275,0,0,0,0.8949965374,0.8949965374,0.9050731759
connectionist_bench_vowel,MCAR(0.2 MissForest),CTGAN,1.781420214,1.822010622,0,0,0,0.6504474126,0.06674548918,0.6620771544,0.005808080808,0.12996633,0,0,0,0.4733005302,8.960429668,0,0,0,0.6731765241,0.05966005864,0.4098698963,0,0,0,0.0767009015,0.07718839,0.3635618089,0,0,0,0.9569156874,0.0584536877,0.957468558,0,0,0,0.8949965374,0.07167982039,0.9174083543
connectionist_bench_vowel,MCAR(0.2 MissForest),GaussianCopula,1.396581883,1.476385849,0,0,0,0.6504474126,0.08723222867,0.6654998728,0.008838383838,0.1956228956,0,0,0,0.6772029512,1.57577618,0,0,0,0.6731765241,0.06758414774,0.4217524694,0,0,0,0.0767009015,0.08686751694,0.3522978128,0,0,0,0.9569156874,0.08974011582,0.966016987,0,0,0,0.8949965374,0.1047371342,0.9219322222
connectionist_bench_vowel,MCAR(0.2 MissForest),TVAE,1.021887059,1.111668272,0,0,0,0.6504474126,0.3536471338,0.6838138807,0.05042087542,0.5986531987,0,0,0,0.4199563708,7.387455225,0,0,0,0.6731765241,0.4435102217,0.6125085741,0,0,0,0.0767009015,0.1515696072,0.2901592612,0,0,0,0.9569156874,0.4166645337,0.9423174027,0,0,0,0.8949965374,0.4028441723,0.8902702849
connectionist_bench_vowel,MCAR(0.2 MissForest),CopulaGAN,1.873061084,1.933307703,0,0,0,0.6504474126,0.06189012564,0.6511818692,0.002609427609,0.05656565657,0,0,0,0.6907510676,8.535598993,0,0,0,0.6731765241,0.0503375495,0.3997642488,0,0,0,0.0767009015,0.07706916225,0.3194580605,0,0,0,0.9569156874,0.05467577117,0.9614399724,0,0,0,0.8949965374,0.06547801964,0.924065195
connectionist_bench_vowel,MCAR(0.2 MissForest),CTABGAN,1.383062651,1.438150185,0,0,0,0.6504474126,0.08904563192,0.6484746739,0.009595959596,0.2572390572,0,0,0,4.81E-01,3.737018903,0,0,0,0.6731765241,0.08146145248,0.4109690179,0,0,0,0.0767009015,0.08881616508,0.3086639717,0,0,0,0.9569156874,0.08746915255,0.9601991759,0,0,0,0.8949965374,0.09843575759,0.9140665299
connectionist_bench_vowel,MCAR(0.2 MissForest),stasy,1.009190318,1.106217157,0,0,0,0.6504474126,0.3933099803,0.6782016176,0.06355218855,0.6494949495,0,0,0,0.4233276128,198.0751919,0,0,0,0.6731765241,0.4431165976,0.588973113,0,0,0,0.0767009015,0.2149350828,0.2871807677,0,0,0,0.9569156874,0.4475227474,0.9342046621,0,0,0,0.8949965374,0.4676654936,0.9024479277
connectionist_bench_vowel,MCAR(0.2 MissForest),TabDDPM,0.3995794988,0.722533056,0,0,0,0.6504474126,0.6166180199,0.6737611531,0.8452020202,0.9259259259,0,0,0,0.3548729657,118.2966047,0,0,0,0.6731765241,0.6413521347,0.6630225903,0,0,0,0.0767009015,0.1327235334,0.1612438342,0,0,0,0.9569156874,0.8755697942,0.9559400138,0,0,0,0.8949965374,0.8168266172,0.9148381742
concrete_slump,MCAR(0.2 MissForest),oracle,0,1.100286331,0.8254924131,0.8254924131,0.831996925,0,0,0,1,0.9047619048,1.19E-15,1,39.54023043,0.8348405195,3.51E-05,0.8461201115,0.8461201115,0.8461201115,0,0,0,0.8023021994,0.8023021994,0.8047058459,0,0,0,0.8057604675,0.8057604675,0.8293527123,0,0,0,0.8477868741,0.8477868741,0.8478090302,0,0,0
concrete_slump,MCAR(0.2 MissForest),CTGAN,1.583653261,1.741513954,0.8254924131,-0.6001114596,0.52902217,0,0,0,0.09918699187,0.5968253968,138.638137,0.2666666667,9.902818979,0.4514681434,3.936984539,0.8461201115,-0.4948862453,0.4586006802,0,0,0,0.8023021994,-0.5449999548,0.3873622878,0,0,0,0.8057604675,-0.3978666379,0.6732759305,0,0,0,0.8477868741,-0.9626930006,0.5968497816,0,0,0
concrete_slump,MCAR(0.2 MissForest),GaussianCopula,1.248528767,1.531862454,0.8254924131,-177585245279,0.7513038992,0,0,0,0.2292682927,0.6698412698,10126899.07,0.6583333333,2085806.051,0.6929891826,0.5596556664,0.8461201115,-710340981115,0.7577495448,0,0,0,0.8023021994,0.2619629072,0.6674085705,0,0,0,0.8057604675,0.270792347,0.7893258097,0,0,0,0.8477868741,0.1360766652,0.7907316721,0,0,0
concrete_slump,MCAR(0.2 MissForest),TVAE,1.113474464,1.434609001,0.8254924131,0.072091821,0.6791620901,0,0,0,0.3471544715,0.7333333333,106.1838489,0.3416666667,9.905259056,0.4304197253,2.4510204,0.8461201115,0.178657918,0.6590186611,0,0,0,0.8023021994,0.09361100681,0.6162324031,0,0,0,0.8057604675,0.1111130522,0.7269356895,0,0,0,0.8477868741,-0.09501469304,0.7144616065,0,0,0
concrete_slump,MCAR(0.2 MissForest),CopulaGAN,1.596469735,1.784185297,0.8254924131,-451006511081,0.5275776014,0,0,0,0.06910569106,0.4761904762,24786952.99,0.35,6593324.906,7.07E-01,4.361420234,0.8461201115,-1804026044323,0.4456039842,0,0,0,0.8023021994,-0.4747816668,0.392173281,0,0,0,0.8057604675,-0.3888510231,0.6724194087,0,0,0,0.8477868741,-0.9321323929,0.6001137316,0,0,0
concrete_slump,MCAR(0.2 MissForest),CTABGAN,1.345524656,1.600387749,0.8254924131,0.1317972798,0.8078441009,0,0,0,0.1926829268,0.4920634921,62.89149929,0.725,14.03593676,0.4929688418,1.808932861,0.8461201115,0.3975652124,0.8378843099,0,0,0,0.8023021994,0.0597680074,0.7797177511,0,0,0,0.8057604675,0.0551799685,0.8014491991,0,0,0,0.8477868741,0.01467593083,0.8123251435,0,0,0
concrete_slump,MCAR(0.2 MissForest),stasy,1.082889532,1.398930759,0.8254924131,0.5931289869,0.8319072688,0,0,0,0.4991869919,0.7746031746,64.81780883,0.625,12.41665151,0.4281667351,101.7782643,0.8461201115,0.6067293522,0.8059246018,0,0,0,0.8023021994,0.6145356217,0.7965703586,0,0,0,0.8057604675,0.6188044982,0.854383624,0,0,0,0.8477868741,0.5324464753,0.8707504907,0,0,0
